Period,Country,Sector,Subsector,Flow,Value,Marker
year/2018,denmark,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,denmark,audio-visual,audio-visual,exports,383.482871183189,
year/2018,estonia,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,16.0723972950592,
year/2018,estonia,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,7.2341438296052,
year/2018,estonia,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,24.4818770041952,
year/2018,estonia,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,
year/2018,estonia,dcms-sectors-exc-tourism-and-civil-society,sport,exports,0.0,
year/2018,estonia,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,1.1025687037719,
year/2018,estonia,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,26.2683759951824,
year/2018,estonia,creative-industries,advertising-and-marketing,exports,0.276706532376,
year/2018,estonia,creative-industries,architecture,exports,0.0,suppressed
year/2018,estonia,creative-industries,crafts,exports,0.0,
year/2018,estonia,creative-industries,design-and-designer-fashion,exports,0.0400096796972,
year/2018,estonia,creative-industries,film-tv-radio-and-photography,exports,6.8983707203622,
year/2018,estonia,creative-industries,it-software-and-computer-services,exports,5.0260441688713,
year/2018,estonia,creative-industries,publishing,exports,2.2944245913095,
year/2018,estonia,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,estonia,creative-industries,music-performing-and-visual-arts,exports,0.310773109243,
year/2018,estonia,digital-sector,manufacturing-of-electronics-and-computers,exports,0.0,suppressed
year/2018,estonia,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,estonia,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,2.2944245913095,
year/2018,estonia,digital-sector,software-publishing,exports,0.0,suppressed
year/2018,estonia,digital-sector,film-tv-video-radio-and-music,exports,6.9654295438912,
year/2018,estonia,digital-sector,telecommunications,exports,1.1025687037719,
year/2018,estonia,digital-sector,computer-programming-consultancy-and-related-activities,exports,6.4088050494056,
year/2018,estonia,digital-sector,information-service-activities,exports,1.3278302063258,
year/2018,estonia,digital-sector,repair-of-computers-and-communication-equipment,exports,0.0,suppressed
year/2018,estonia,cultural-sector,arts,exports,0.243714285714,
year/2018,estonia,cultural-sector,film-tv-and-music,exports,6.9614295438912,
year/2018,estonia,cultural-sector,radio,exports,0.0,suppressed
year/2018,estonia,cultural-sector,photography,exports,0.0,
year/2018,estonia,cultural-sector,cultural-crafts,exports,0.0,
year/2018,estonia,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,estonia,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,estonia,cultural-sector,cultural-education,exports,0.0,
year/2018,estonia,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,estonia,audio-visual,audio-visual,exports,7.0608572422488,
year/2018,finland,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,163.150683484318,
year/2018,finland,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,39.9835183744392,
year/2018,finland,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,474.469429866728,
year/2018,finland,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,suppressed
year/2018,finland,dcms-sectors-exc-tourism-and-civil-society,sport,exports,0.0,suppressed
year/2018,finland,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,0.0,suppressed
year/2018,finland,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,500.644734050399,
year/2018,finland,creative-industries,advertising-and-marketing,exports,14.3810621585207,
year/2018,finland,creative-industries,architecture,exports,0.197,
year/2018,finland,creative-industries,crafts,exports,0.0,suppressed
year/2018,finland,creative-industries,design-and-designer-fashion,exports,1.441853674875,
year/2018,finland,creative-industries,film-tv-radio-and-photography,exports,35.1725903551906,
year/2018,finland,creative-industries,it-software-and-computer-services,exports,95.5751087012932,
year/2018,finland,creative-industries,publishing,exports,11.5721405751904,
year/2018,finland,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,finland,creative-industries,music-performing-and-visual-arts,exports,4.7223280192486,
year/2018,finland,digital-sector,manufacturing-of-electronics-and-computers,exports,3.0661425319576,
year/2018,finland,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,finland,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,10.3292840711234,
year/2018,finland,digital-sector,software-publishing,exports,2.990735749315,
year/2018,finland,digital-sector,film-tv-video-radio-and-music,exports,37.3785565927637,
year/2018,finland,digital-sector,telecommunications,exports,0.0,suppressed
year/2018,finland,digital-sector,computer-programming-consultancy-and-related-activities,exports,167.029951317507,
year/2018,finland,digital-sector,information-service-activities,exports,9.9989304499438,
year/2018,finland,digital-sector,repair-of-computers-and-communication-equipment,exports,1.0360274718118,
year/2018,finland,cultural-sector,arts,exports,2.4763617816755,
year/2018,finland,cultural-sector,film-tv-and-music,exports,37.3305565927637,
year/2018,finland,cultural-sector,radio,exports,0.0,suppressed
year/2018,finland,cultural-sector,photography,exports,0.0,suppressed
year/2018,finland,cultural-sector,cultural-crafts,exports,0.0,
year/2018,finland,cultural-sector,museums-and-galleries,exports,0.0,suppressed
year/2018,finland,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,finland,cultural-sector,cultural-education,exports,0.0,
year/2018,finland,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,finland,audio-visual,audio-visual,exports,37.3657354698316,
year/2018,france,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,1775.59459626475,
year/2018,france,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,412.595249073498,
year/2018,france,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,2738.67682803185,
year/2018,france,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,suppressed
year/2018,france,dcms-sectors-exc-tourism-and-civil-society,sport,exports,268.481357171072,
year/2018,france,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,280.411037626433,
year/2018,france,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,3296.24293572271,
year/2018,france,creative-industries,advertising-and-marketing,exports,204.252439847729,
year/2018,france,creative-industries,architecture,exports,11.250904109562,
year/2018,france,creative-industries,crafts,exports,0.0,suppressed
year/2018,france,creative-industries,design-and-designer-fashion,exports,20.8329597482195,
year/2018,france,creative-industries,film-tv-radio-and-photography,exports,335.871765219313,
year/2018,france,creative-industries,it-software-and-computer-services,exports,1015.61444852657,
year/2018,france,creative-industries,publishing,exports,111.048594959168,
year/2018,france,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,france,creative-industries,music-performing-and-visual-arts,exports,76.2248838541853,
year/2018,france,digital-sector,manufacturing-of-electronics-and-computers,exports,0.0,suppressed
year/2018,france,digital-sector,wholesale-of-computers-and-electronics,exports,0.0,suppressed
year/2018,france,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,91.9348302309639,
year/2018,france,digital-sector,software-publishing,exports,50.5688272437539,
year/2018,france,digital-sector,film-tv-video-radio-and-music,exports,379.360476078335,
year/2018,france,digital-sector,telecommunications,exports,280.411037626433,
year/2018,france,digital-sector,computer-programming-consultancy-and-related-activities,exports,1516.78774106129,
year/2018,france,digital-sector,information-service-activities,exports,151.80923064963,
year/2018,france,digital-sector,repair-of-computers-and-communication-equipment,exports,24.256674554758,
year/2018,france,cultural-sector,arts,exports,28.4053288854893,
year/2018,france,cultural-sector,film-tv-and-music,exports,378.348876078335,
year/2018,france,cultural-sector,radio,exports,0.0,suppressed
year/2018,france,cultural-sector,photography,exports,4.27670457479,
year/2018,france,cultural-sector,cultural-crafts,exports,0.0,
year/2018,france,cultural-sector,museums-and-galleries,exports,0.0,suppressed
year/2018,france,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,france,cultural-sector,cultural-education,exports,0.0,suppressed
year/2018,france,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,france,audio-visual,audio-visual,exports,385.021663168547,
year/2018,germany,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,2167.65823634692,
year/2018,germany,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,552.64790246316,
year/2018,germany,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,3511.73890410107,
year/2018,germany,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,suppressed
year/2018,germany,dcms-sectors-exc-tourism-and-civil-society,sport,exports,163.382877759761,
year/2018,germany,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,350.398534188243,
year/2018,germany,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,4071.21230726558,
year/2018,germany,creative-industries,advertising-and-marketing,exports,261.192379099207,
year/2018,germany,creative-industries,architecture,exports,12.548645820018,
year/2018,germany,creative-industries,crafts,exports,0.0,suppressed
year/2018,germany,creative-industries,design-and-designer-fashion,exports,28.3629951399062,
year/2018,germany,creative-industries,film-tv-radio-and-photography,exports,436.411292955726,
year/2018,germany,creative-industries,it-software-and-computer-services,exports,1156.17413217537,
year/2018,germany,creative-industries,publishing,exports,156.788181649261,
year/2018,germany,creative-industries,museums-galleries-and-libraries,exports,0.0,suppressed
year/2018,germany,creative-industries,music-performing-and-visual-arts,exports,114.374609507433,
year/2018,germany,digital-sector,manufacturing-of-electronics-and-computers,exports,11.9235769698538,
year/2018,germany,digital-sector,wholesale-of-computers-and-electronics,exports,636.984563064146,
year/2018,germany,digital-sector,publishing-excluding-translation-and-interpretation-activities,exports,124.304055435739,
year/2018,germany,digital-sector,software-publishing,exports,50.3978889739663,
year/2018,germany,digital-sector,film-tv-video-radio-and-music,exports,491.265674846222,
year/2018,germany,digital-sector,telecommunications,exports,350.398534188243,
year/2018,germany,digital-sector,computer-programming-consultancy-and-related-activities,exports,1644.33431349422,
year/2018,germany,digital-sector,information-service-activities,exports,151.059062855433,
year/2018,germany,digital-sector,repair-of-computers-and-communication-equipment,exports,51.071234273252,
year/2018,germany,cultural-sector,arts,exports,54.6326875437764,
year/2018,germany,cultural-sector,film-tv-and-music,exports,491.143274846222,
year/2018,germany,cultural-sector,radio,exports,0.0,suppressed
year/2018,germany,cultural-sector,photography,exports,4.887540073162,
year/2018,germany,cultural-sector,cultural-crafts,exports,0.0,
year/2018,germany,cultural-sector,museums-and-galleries,exports,0.0,
year/2018,germany,cultural-sector,library-and-archives,exports,0.0,suppressed
year/2018,germany,cultural-sector,cultural-education,exports,0.0,
year/2018,germany,cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,exports,0.0,
year/2018,germany,audio-visual,audio-visual,exports,511.641908446094,
year/2018,gibraltar,dcms-sectors-exc-tourism-and-civil-society,creative-industries,exports,466.689988852045,
year/2018,gibraltar,dcms-sectors-exc-tourism-and-civil-society,cultural-sector,exports,71.1915505621689,
year/2018,gibraltar,dcms-sectors-exc-tourism-and-civil-society,digital-sector,exports,263.598502565256,
year/2018,gibraltar,dcms-sectors-exc-tourism-and-civil-society,gambling,exports,0.0,suppressed
year/2018,gibraltar,dcms-sectors-exc-tourism-and-civil-society,sport,exports,11.919799405433,
year/2018,gibraltar,dcms-sectors-exc-tourism-and-civil-society,telecoms,exports,14.6334018755621,
year/2018,gibraltar,dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,exports,1596.64849364107,
year/2018,gibraltar,creative-industries,advertising-and-marketing,exports,261.136885176442,
year/2018,gibraltar,creative-industries,architecture,exports,0.0,
year/2018,gibraltar,creative-industries,crafts,exports,0.0,
year/2018,gibraltar,creative-industries,design-and-designer-fashion,exports,0.0,suppressed
year/2018,gibraltar,creative-industries,film-tv-radio-and-photography,exports,0.0,suppressed
